Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
PACO MUNICIPAL,Itaitinga,LITORAL DE FORTALEZA,0,1198.7,0
LAGOA DO CARNEIRO,Acaraú,LITORAL NORTE,849.5,1196.4,40.8
CARIRIACU,Caririaçu,CARIRI,1048.9,1194.2,13.9
IPU,Ipu,IBIAPABA,1002,1192.7,19
ACUDE ACARAPE DO MEIO,Redenção,MACICO DE BATURITE,0,1189.4,0
SERROTA,Senador Sá,LITORAL NORTE,676.9,1189,75.7
SITIO PILOES,Pacoti,MACICO DE BATURITE,0,1183,0
ABAIARA,Abaiara,CARIRI,925.9,1175,26.9
POCO DOCE,Paracuru,LITORAL DE PECEM,0,1168.6,0
DAMIAO,Ipu,IBIAPABA,0,1164.7,0
ITAITINGA,Itaitinga,LITORAL DE FORTALEZA,1033.3,1163,12.6
JAMACARU,Missão Velha,CARIRI,1037.5,1161,11.9
SENADOR SA,Senador Sá,LITORAL NORTE,877.6,1159.6,32.1
OLHO DAGUA,Maranguape,LITORAL DE FORTALEZA,0,1158.2,0
MILAGRES,Milagres,CARIRI,906.3,1158.1,27.8
RIACHO VERDE,Várzea Alegre,CARIRI,856.2,1156,35
CRATO,Crato,CARIRI,1121.6,1150.5,2.6
BARRO,Barro,CARIRI,823.1,1149,39.6
MANHOSO,Viçosa do Ceará,IBIAPABA,1105.7,1144.3,3.5
COMUNIDADE VALDIVINO,Milagres,CARIRI,0,1141.4,0
URUBURETAMA,Uruburetama,LITORAL DE PECEM,1049,1141,8.8
MUSEU RODOLFO TEOFILO,Maracanaú,LITORAL DE FORTALEZA,26.2,1138.3,4244.7
HIDROLANDIA,Hidrolândia,IBIAPABA,815.8,1136.8,39.4
PENTECOSTE,Pentecoste,LITORAL DE PECEM,746.2,1135.9,52.2
SANTA FE,Crato,CARIRI,238.3,1133,375.4
FORTIM,Fortim,JAGUARIBANA,887.8,1131,27.4
AC.SANTO ANTONIO BASTIOES,Iracema,JAGUARIBANA,0,1128,0
SITIO SACO,Milagres,CARIRI,0,1127,0
FAZENDA LAGOA DAS MERCES,Itapipoca,LITORAL DE PECEM,756,1120.3,48.2
ITAPIPOCA,Itapipoca,LITORAL DE PECEM,1052.2,1116.2,6.1
LAVRAS DA MANGABEIRA,Lavras da Mangabeira,CARIRI,896.2,1113.3,24.2
SEDE,São Gonçalo do Amarante,LITORAL DE PECEM,0,1103.9,0
NOVO MARACANAU,Maracanaú,LITORAL DE FORTALEZA,0,1103.8,0
ACARAPE,Acarape,MACICO DE BATURITE,999.5,1103.5,10.4
ICARAI DE AMONTADA,Amontada,LITORAL NORTE,944.2,1098,16.3
SANTANA DO CARIRI,Santana do Cariri,CARIRI,898.8,1097.1,22.1
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,1084.7,0
ARATUBA,Aratuba,MACICO DE BATURITE,1141.9,1081.2,-5.3
SITIO TIMBAUBA MACORE,Russas,JAGUARIBANA,716.3,1080,50.8
URUAU CARRAPICHO,Beberibe,LITORAL DE FORTALEZA,0,1079.5,0
BARRA DAS MOITAS,Amontada,LITORAL NORTE,0,1078.5,0
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,1077,0
IPAUMIRIM,Ipaumirim,CARIRI,908.4,1076.4,18.5
PIRES FERREIRA,Pires Ferreira,IBIAPABA,814.6,1073.6,31.8
AURORA,Aurora,CARIRI,933.2,1070.8,14.8
EMATERCE,Cedro,CARIRI,0,1070.4,0
JUAZEIRO DO NORTE,Juazeiro do Norte,CARIRI,971.6,1070,10.1
BARRO ALTO,Iguatu,SERTAO CENTRAL E INHAMUNS,586.6,1067.3,81.9
PACATUBA,Pacatuba,LITORAL DE FORTALEZA,1168.5,1064.7,-8.9
CHOROZINHO,Chorozinho,LITORAL DE FORTALEZA,833.7,1064.6,27.7
SANTANA DO ACARAU,Santana do Acaraú,LITORAL NORTE,831.1,1064.4,28.1
BASTIOES,Iracema,JAGUARIBANA,1025.6,1063.6,3.7
GUAIUBA,Guaiúba,MACICO DE BATURITE,962.9,1063,10.4
MATRIZ,Ipueiras,IBIAPABA,1034.4,1060.2,2.5
GAMELEIRA,Massapê,LITORAL NORTE,0,1055.6,0
ACUDE MUNDAU,Uruburetama,LITORAL DE PECEM,0,1054.7,0
RERIUTABA,Reriutaba,IBIAPABA,884.8,1052.4,18.9
SALAO,Senador Sá,LITORAL NORTE,881.6,1052.4,19.4
NOVO ORIENTE,Novo Oriente,SERTAO CENTRAL E INHAMUNS,718.5,1051.3,46.3
FLORES,Ipu,IBIAPABA,690.5,1050,52.1
JARDIM DO MEIO,Paracuru,LITORAL DE PECEM,0,1046.3,0
BIXOPA,Limoeiro do Norte,JAGUARIBANA,621.9,1046.2,68.2
TIAIA DE BAIXO,Granja,LITORAL NORTE,879.2,1046,19
CANAFISTULA,Iracema,JAGUARIBANA,0,1045.4,0
ARACATI,Aracati,JAGUARIBANA,904.5,1042.6,15.3
MARCO,Marco,LITORAL NORTE,863.1,1040.7,20.6
SAO GONCALO DO AMARANTE,São Gonçalo do Amarante,LITORAL DE PECEM,970,1035.2,6.7
CANAUNA,Ipaumirim,CARIRI,847.9,1034,22
URUOCA,Uruoca,LITORAL NORTE,885.8,1032,16.5
SINHA SABOIA,Sobral,LITORAL NORTE,758.2,1029.8,35.8
ARANAU,Acaraú,LITORAL NORTE,906.8,1029.5,13.5
BREJO SANTO,Brejo Santo,CARIRI,920.7,1027,11.6
SITIO URUBU,Coreaú,IBIAPABA,839,1027,22.4
IGUATU,Iguatu,SERTAO CENTRAL E INHAMUNS,967,1026,6.1
ITAREMA,Itarema,LITORAL NORTE,1137.6,1016,-10.7
SANTO ANTONIO,Ipaumirim,CARIRI,0,1014.4,0
FAZENDA LAGES,Trairi,LITORAL DE PECEM,1431.3,1013,-29.2
ARARENDA,Ararendá,IBIAPABA,637.5,1011.3,58.6
ITAPEBUSSU,Maranguape,LITORAL DE FORTALEZA,666,1007.6,51.3
POCO DO PAU,Brejo Santo,CARIRI,667.9,1005.6,50.6
ARACOIABA,Aracoiaba,MACICO DE BATURITE,924.3,1005.2,8.8
RETIRO GRANDE,Icapuí,JAGUARIBANA,829.4,1001,20.7
PEIXE GORDO,Icapuí,JAGUARIBANA,717.4,999.6,39.3
VILA FEITOSA,Caririaçu,CARIRI,817.7,998.7,22.1
SITIO SACO,Porteiras,CARIRI,0,995.2,0
BEBERIBE,Beberibe,LITORAL DE FORTALEZA,1205.4,995.2,-17.4
MUCAMBO,Mucambo,IBIAPABA,1005.9,990,-1.6
MISSAO VELHA,Missão Velha,CARIRI,995.7,987.9,-0.8
CAPIM GROSSO,Russas,JAGUARIBANA,692.6,986.6,42.5
CARVOEIRO,Itarema,LITORAL NORTE,748.5,985,31.6
SAO LUIS DO CURU,São Luís do Curu,LITORAL DE PECEM,812.5,982,20.9
FRECHEIRINHA,Frecheirinha,IBIAPABA,871.3,980,12.5
BATURITE,Baturité,MACICO DE BATURITE,1053.4,978.6,-7.1
JERICOACOARA,Jijoca de Jericoacoara,LITORAL NORTE,507,978.4,93
GAMELEIRO DE S. SEBASTIAO,Missão Velha,CARIRI,880,977.4,11.1
BREJINHO,Araripe,SERTAO CENTRAL E INHAMUNS,631.2,976.4,54.7
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,973.5,42.6
AMANAIARA,Reriutaba,IBIAPABA,778.2,970,24.6
CARIUTABA,Farias Brito,CARIRI,774.9,969.9,25.2
TANQUES,Maranguape,LITORAL DE FORTALEZA,896.7,969,8.1
PRATA,Bela Cruz,LITORAL NORTE,944.4,967.3,2.4
ALCANTARAS,Alcântaras,LITORAL NORTE,623.5,962.2,54.3
SITIO VAMBIRA,Viçosa do Ceará,IBIAPABA,834.7,960.2,15
MARARUPA,Mauriti,CARIRI,619.1,960,55.1
IPAPORANGA,Ipaporanga,IBIAPABA,678.9,954.1,40.5
MONTE ALEGRE,Barro,CARIRI,782.3,951.6,21.7
COMUNIDADE GROSSAS,Pereiro,JAGUARIBANA,896.6,951,6.1
VARZEA DA CONCEICAO,Cedro,CARIRI,833,948,13.8
CAMILOS,Meruoca,LITORAL NORTE,970.8,947.2,-2.4
PEREIRO,Pereiro,JAGUARIBANA,979.8,945.5,-3.5
CUNCAS,Barro,CARIRI,439.4,944.3,114.9
MORRINHOS,Morrinhos,LITORAL NORTE,842.2,938,11.4
SANTA VITORIA - LAGES,Aurora,CARIRI,0,935.8,0
QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,706.4,935,32.4
ENGENHO VELHO,Barro,CARIRI,686.9,933.8,36
IRACEMA,Iracema,JAGUARIBANA,809.5,932,15.1
CARMELOPOLES,Campos Sales,SERTAO CENTRAL E INHAMUNS,662.1,931,40.6
OCARA,Ocara,MACICO DE BATURITE,656.7,929.4,41.5
MONTE NEBO,Crateús,SERTAO CENTRAL E INHAMUNS,768.8,929,20.8
AC. PEREIRA DE MIRANDA,Pentecoste,LITORAL DE PECEM,232,928.1,300
CAGADO,São Gonçalo do Amarante,LITORAL DE PECEM,0,928,0
QUIXOA,Iguatu,SERTAO CENTRAL E INHAMUNS,782.3,926.7,18.5
CONCEICAO,Hidrolândia,IBIAPABA,803.7,926.4,15.3
CRIOULAS,Pereiro,JAGUARIBANA,609,926.4,52.1
MISSI,Irauçuba,LITORAL DE PECEM,582.4,926,59
VILA SAO GONCALO-MARROCOS,Juazeiro do Norte,CARIRI,657.7,925,40.7
ARROJADO,Lavras da Mangabeira,CARIRI,336.5,922.5,174.2
CEDRO,Cedro,CARIRI,920.6,920.6,0
PINDOGUABA,Tianguá,IBIAPABA,523.2,916,75.1
PEIXE,Russas,JAGUARIBANA,631.6,915.7,45
INGAZEIRA,Aurora,CARIRI,821.6,914.6,11.3
SOBRAL,Sobral,LITORAL NORTE,893.7,914.4,2.3
PACUJA,Pacujá,IBIAPABA,974.8,914.2,-6.2
CRUZ,Cruz,LITORAL NORTE,869.7,912.5,4.9
MAURITI,Mauriti,CARIRI,755.7,911.1,20.6
ACARAU,Acaraú,LITORAL NORTE,1083.6,910.1,-16
AC. SOBRAL,Sobral,LITORAL NORTE,11.7,908.1,7683.7
BAIXIO,Baixio,CARIRI,851,905,6.4
VERA CRUZ,Tauá,SERTAO CENTRAL E INHAMUNS,508.8,904.5,77.8
MATA FRESCA,Aracati,JAGUARIBANA,579.8,893.4,54.1
ALTANEIRA,Altaneira,CARIRI,821.3,891.5,8.6
CARRAPATEIRA,Guaiúba,MACICO DE BATURITE,770.5,891,15.6
CARIUS,Cariús,CARIRI,805.4,888,10.3
ERERE,Ererê,JAGUARIBANA,808.8,885,9.4
JARDIM MIRIM,Jardim,CARIRI,647,884.3,36.7
FZ. AGUAPE,Itarema,LITORAL NORTE,856.8,879.9,2.7
LAGEDO,Cedro,CARIRI,618.6,872,41
AMANIUTUBA,Lavras da Mangabeira,CARIRI,639.6,871,36.2
UMARI,Umari,CARIRI,777,869.7,11.9
ANGICO,Cariús,CARIRI,767.3,869.2,13.3
TANGENTE,Massapê,LITORAL NORTE,750.8,867.8,15.6
UMIRIM,Umirim,LITORAL DE PECEM,830.9,867.6,4.4
IPUEIRAS,Ipueiras,IBIAPABA,933.1,865.4,-7.3
AEROPORTO(CRATEUS),Crateús,SERTAO CENTRAL E INHAMUNS,559.5,864.2,54.5
HORIZONTE,Horizonte,LITORAL DE FORTALEZA,961.4,860.7,-10.5
FORQUILHA,Forquilha,IBIAPABA,725.6,857.7,18.2
PORANGA,Poranga,IBIAPABA,582.4,856,47
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,852.4,103.8
SEBASTIAO DE ABREU,Pentecoste,LITORAL DE PECEM,626.1,851.2,36
SANTO ANTONIO,Ararendá,IBIAPABA,318.4,851,167.3
SITIO CANTO,Umari,CARIRI,739.4,850.8,15.1
CRISTAIS,Cascavel,LITORAL DE FORTALEZA,721.8,849.9,17.8
MIRAIMA,Miraíma,LITORAL NORTE,678.3,847.9,25
GRANJEIRO,Granjeiro,CARIRI,967.6,847,-12.5
LAGOA DA SERRA,Morada Nova,JAGUARIBANA,764.8,845.4,10.6
AC. AMANARY,Maranguape,LITORAL DE FORTALEZA,48.7,844.5,1634.1
ACUDE SANTA MARIA,Ererê,JAGUARIBANA,0,844,0
SITIO FORQUILHA - COGERH,Beberibe,LITORAL DE FORTALEZA,598.6,844,41
BELA CRUZ,Bela Cruz,LITORAL NORTE,841.9,844,0.3
EMAUS,Novo Oriente,SERTAO CENTRAL E INHAMUNS,450.4,844,87.4
SERRA BOCA DA MATA L,Jardim,CARIRI,0,842.2,0
PADRE VIEIRA,Viçosa do Ceará,IBIAPABA,531.9,841.8,58.3
FURNAS,Aracoiaba,MACICO DE BATURITE,978.7,839.5,-14.2
PATOS,Morada Nova,JAGUARIBANA,635.9,838,31.8
MASSAPE,Massapê,LITORAL NORTE,949.7,837.7,-11.8
JUCAS,Jucás,CARIRI,911.5,830.5,-8.9
MORADA NOVA,Morada Nova,JAGUARIBANA,704.4,829.6,17.8
QUIXERE,Quixeré,JAGUARIBANA,671.5,829.2,23.5
AC. AYRES DE SOUZA,Sobral,LITORAL NORTE,114.3,828.1,624.5
ACUDE BATENTE,Ocara,MACICO DE BATURITE,0,826.5,0
BARREIRA,Barreira,MACICO DE BATURITE,832,824,-1
FAZENDA LACRAIA,Morada Nova,JAGUARIBANA,706.7,823.5,16.5
PORTEIRAS,Porteiras,CARIRI,816.6,822.5,0.7
BOA AGUA,Morada Nova,JAGUARIBANA,754.8,820.3,8.7
NOVA OLINDA,Nova Olinda,CARIRI,885.3,820,-7.4
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,820,0
BOQUEIRAO DO CESARIO,Beberibe,LITORAL DE FORTALEZA,518.4,819,58
AC. FORQUILHA,Forquilha,IBIAPABA,362.1,816.1,125.4
NOVA RUSSAS,Nova Russas,IBIAPABA,779.7,815.2,4.6
ITAPAJE,Itapajé,LITORAL DE PECEM,856.4,813.7,-5
TRAPIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,686.4,811.8,18.3
BARRINHA,Icapuí,JAGUARIBANA,387.3,811.4,109.5
CAPISTRANO,Capistrano,MACICO DE BATURITE,835.5,810,-3.1
ARACATIACU,Sobral,LITORAL NORTE,487.1,808,65.9
BETANIA,Hidrolândia,IBIAPABA,672,805.7,19.9
AMONTADA,Amontada,LITORAL NORTE,631.1,805.5,27.6
CARIRE,Cariré,IBIAPABA,868.1,804.2,-7.4
QUIXABINHA,Mauriti,CARIRI,334.9,800.2,138.9
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,800.2,0
JARDIM,Jardim,CARIRI,726.5,795,9.4
EMA,Iracema,JAGUARIBANA,646.5,795,23
ARUARU,Morada Nova,JAGUARIBANA,521.8,791.4,51.7
CARIDADE,Caridade,SERTAO CENTRAL E INHAMUNS,590.5,790.8,33.9
PEDRA BRANCA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,813.7,790.5,-2.9
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,786,19.5
FAZENDA COLUMINJUBA,Maranguape,LITORAL DE FORTALEZA,331.4,786,137.2
GENERAL SAMPAIO,General Sampaio,LITORAL DE PECEM,815.9,785.6,-3.7
SAO JOSE,Barreira,MACICO DE BATURITE,923.2,783.6,-15.1
SITIO MACAPA,Jati,CARIRI,0,783.3,0
CASA DE PEDRA,Pentecoste,LITORAL DE PECEM,760.7,781.5,2.7
LAGOA GRANDE,Russas,JAGUARIBANA,449.3,780,73.6
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,779.4,32.4
AMARO,Assaré,SERTAO CENTRAL E INHAMUNS,0,779,0
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,774.3,0
MELANCIAS,Tururu,LITORAL DE PECEM,0,774,0
IBARETAMA,Ibaretama,SERTAO CENTRAL E INHAMUNS,728.4,773.8,6.2
CURUPIRA,Ocara,MACICO DE BATURITE,689.5,772,12
UBAUNA,Coreaú,IBIAPABA,598.2,769.4,28.6
FAZENDA GRACINHA,Crateús,SERTAO CENTRAL E INHAMUNS,540.4,769,42.3
BOQUEIRAO,Sobral,LITORAL NORTE,798.9,768.4,-3.8
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,767,19.9
ITAPIUNA,Itapiúna,MACICO DE BATURITE,747.3,766.2,2.5
PATRIARCA,Sobral,LITORAL NORTE,681.9,763,11.9
FAZENDA NITEROI,Ibaretama,SERTAO CENTRAL E INHAMUNS,845.4,762.7,-9.8
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,760,40.5
CACIMBAS,Cariré,IBIAPABA,0,759.9,0
COREAU,Coreaú,IBIAPABA,1053.3,759.9,-27.9
SAO SEBASTIAO,Cariús,CARIRI,516.3,759,47
CANINDEZINHO,Potiretama,JAGUARIBANA,679.3,759,11.7
MINEIROLANDIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,744.9,757,1.6
AC. CEDRO,Quixadá,SERTAO CENTRAL E INHAMUNS,282.8,756.6,167.6
ITATIRA,Itatira,SERTAO CENTRAL E INHAMUNS,635.7,755,18.8
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,755,8
EIXAO 2,Morada Nova,JAGUARIBANA,0,754.5,0
SANTA CRUZ,Amontada,LITORAL NORTE,0,754,0
SENADOR POMPEU,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,754.5,752.1,-0.3
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,750.2,87.3
SAO JOSE DO FAMA,Iracema,JAGUARIBANA,647.7,749,15.6
BONFIM,Sobral,LITORAL NORTE,697.2,747.2,7.2
UIRAPONGA,Morada Nova,JAGUARIBANA,622.3,746.9,20
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,746.5,0
DOM QUINTINO,Crato,CARIRI,734.5,746,1.6
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,746,19.9
ACUDE SAO JOSE I,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,746,0
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,745.2,33.6
ELEVATORIO - COGERH,Itaiçaba,JAGUARIBANA,778.7,745.1,-4.3
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,744.6,0
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,744.3,34.2
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,742.9,71.5
BAIXIO DE DONANA,Jucás,CARIRI,708.8,741.8,4.7
CASCUDO,Icó,JAGUARIBANA,681.6,737,8.1
ITAICABA,Itaiçaba,JAGUARIBANA,661.5,735.9,11.3
AEROPORTO DE ARACATI,Aracati,JAGUARIBANA,863.7,733.8,-15
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,733.8,0
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,732,0
CATUNDA,Catunda,SERTAO CENTRAL E INHAMUNS,682.7,729.2,6.8
SANTA QUITERIA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,754.7,729.2,-3.4
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,727,10.5
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,724.8,25.6
IBICUITINGA,Ibicuitinga,JAGUARIBANA,705.7,724.6,2.7
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,724.3,296.9
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,723,0
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,722,2.3
IFCE QUIXADA,Quixadá,SERTAO CENTRAL E INHAMUNS,0,719.6,0
JACUIPE NASCENTE,Amontada,LITORAL NORTE,0,719.5,0
PACAJUS,Pacajus,LITORAL DE FORTALEZA,918.4,718.6,-21.8
RUSSAS,Russas,JAGUARIBANA,731.8,718.5,-1.8
MULUNGU,Mulungu,MACICO DE BATURITE,1124.1,717,-36.2
NOVA BETANIA,Nova Russas,IBIAPABA,760.2,715,-6
CARACARA,Sobral,LITORAL NORTE,459.7,714.6,55.5
BORGES,Jaguaruana,JAGUARIBANA,478.7,712.6,48.9
CRATEUS,Crateús,SERTAO CENTRAL E INHAMUNS,704.1,712,1.1
BANABUIU,Banabuiú,JAGUARIBANA,673.8,711.3,5.6
ACUDE CIPOADA,Morada Nova,JAGUARIBANA,0,709.6,0
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,708,32.5
TARRAFAS,Tarrafas,SERTAO CENTRAL E INHAMUNS,673.1,707.9,5.2
BAU,Iguatu,SERTAO CENTRAL E INHAMUNS,825,704,-14.7
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,704,0
RIACHO DO ALGODAO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,704,0
QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,706.2,703.5,-0.4
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,699.5,12.6
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,699.4,15
AC. PEDRAS BRANCAS,Quixadá,SERTAO CENTRAL E INHAMUNS,274.5,698.7,154.6
CAJAZERINHA,Umari,CARIRI,0,698.1,0
FAZENDA COQUE,Jaguaretama,JAGUARIBANA,733.4,695.2,-5.2
VILA ANTONICO,Quixelô,SERTAO CENTRAL E INHAMUNS,767.4,693.3,-9.7
RADAR QUIXERAMOBIM,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,689.9,0
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,689,0
STA. RITA DOS GALDINOS,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,508.1,686.9,35.2
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,686.6,24.5
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,684.7,40.2
LIMOEIRO DO NORTE,Limoeiro do Norte,JAGUARIBANA,741,684.4,-7.6
